Num,Lat_index,Lon_index,Lat,Lon,clustering_7
1,191,18,48.9375,-122.6875,7
2,191,19,48.9375,-122.5625,7
3,191,20,48.9375,-122.4375,7
4,191,21,48.9375,-122.3125,7
5,191,22,48.9375,-122.1875,2
6,191,23,48.9375,-122.0625,2
7,191,24,48.9375,-121.9375,2
8,191,25,48.9375,-121.8125,2
9,191,26,48.9375,-121.6875,2
10,191,27,48.9375,-121.5625,2
11,191,28,48.9375,-121.4375,2
12,191,29,48.9375,-121.3125,2
13,191,30,48.9375,-121.1875,2
14,191,32,48.9375,-120.9375,2
15,191,33,48.9375,-120.8125,2
16,191,34,48.9375,-120.6875,2
17,191,35,48.9375,-120.5625,2
18,191,36,48.9375,-120.4375,2
19,191,37,48.9375,-120.3125,2
20,191,38,48.9375,-120.1875,2
21,191,39,48.9375,-120.0625,2
22,191,40,48.9375,-119.9375,2
23,191,41,48.9375,-119.8125,2
24,191,42,48.9375,-119.6875,2
25,191,43,48.9375,-119.5625,4
26,191,45,48.9375,-119.3125,4
27,191,46,48.9375,-119.1875,4
28,191,47,48.9375,-119.0625,4
29,191,48,48.9375,-118.9375,2
30,191,49,48.9375,-118.8125,2
31,191,50,48.9375,-118.6875,2
32,191,51,48.9375,-118.5625,2
33,191,52,48.9375,-118.4375,2
34,191,53,48.9375,-118.3125,2
35,191,54,48.9375,-118.1875,2
36,191,55,48.9375,-118.0625,2
37,191,56,48.9375,-117.9375,2
38,191,57,48.9375,-117.8125,2
39,191,58,48.9375,-117.6875,2
40,191,59,48.9375,-117.5625,2
41,191,60,48.9375,-117.4375,2
42,191,61,48.9375,-117.3125,2
43,191,62,48.9375,-117.1875,2
44,191,63,48.9375,-117.0625,2
45,191,64,48.9375,-116.9375,2
46,191,65,48.9375,-116.8125,2
47,191,66,48.9375,-116.6875,2
48,191,67,48.9375,-116.5625,2
49,191,68,48.9375,-116.4375,2
50,191,69,48.9375,-116.3125,2
51,191,70,48.9375,-116.1875,2
52,191,71,48.9375,-116.0625,2
53,191,72,48.9375,-115.9375,2
54,191,73,48.9375,-115.8125,2
55,191,74,48.9375,-115.6875,2
56,191,75,48.9375,-115.5625,2
57,191,76,48.9375,-115.4375,2
58,191,77,48.9375,-115.3125,2
59,191,79,48.9375,-115.0625,2
60,191,80,48.9375,-114.9375,2
61,191,81,48.9375,-114.8125,2
62,191,82,48.9375,-114.6875,2
63,191,83,48.9375,-114.5625,2
64,191,84,48.9375,-114.4375,2
65,191,85,48.9375,-114.3125,2
66,191,86,48.9375,-114.1875,2
67,191,87,48.9375,-114.0625,2
68,191,88,48.9375,-113.9375,2
69,191,89,48.9375,-113.8125,2
70,191,90,48.9375,-113.6875,2
71,191,91,48.9375,-113.5625,2
72,191,92,48.9375,-113.4375,4
73,191,93,48.9375,-113.3125,4
74,191,94,48.9375,-113.1875,4
75,191,95,48.9375,-113.0625,4
76,191,96,48.9375,-112.9375,4
77,191,97,48.9375,-112.8125,4
78,191,98,48.9375,-112.6875,4
79,191,99,48.9375,-112.5625,4
80,191,100,48.9375,-112.4375,4
81,191,101,48.9375,-112.3125,4
82,191,102,48.9375,-112.1875,4
83,191,103,48.9375,-112.0625,4
84,191,104,48.9375,-111.9375,4
85,191,105,48.9375,-111.8125,4
86,191,106,48.9375,-111.6875,4
87,191,107,48.9375,-111.5625,4
88,191,108,48.9375,-111.4375,4
89,191,109,48.9375,-111.3125,5
90,191,110,48.9375,-111.1875,4
91,191,111,48.9375,-111.0625,4
92,191,112,48.9375,-110.9375,7
93,191,113,48.9375,-110.8125,6
94,191,114,48.9375,-110.6875,6
95,191,115,48.9375,-110.5625,6
96,191,116,48.9375,-110.4375,6
97,191,117,48.9375,-110.3125,6
98,191,118,48.9375,-110.1875,5
99,191,119,48.9375,-110.0625,6
100,191,120,48.9375,-109.9375,6
101,191,121,48.9375,-109.8125,6
102,191,122,48.9375,-109.6875,6
103,191,123,48.9375,-109.5625,6
104,191,124,48.9375,-109.4375,5
105,191,125,48.9375,-109.3125,5
106,191,126,48.9375,-109.1875,5
107,191,127,48.9375,-109.0625,5
108,191,128,48.9375,-108.9375,5
109,191,129,48.9375,-108.8125,5
110,191,130,48.9375,-108.6875,6
111,191,131,48.9375,-108.5625,6
112,191,132,48.9375,-108.4375,6
113,191,133,48.9375,-108.3125,6
114,191,134,48.9375,-108.1875,5
115,191,135,48.9375,-108.0625,5
116,191,136,48.9375,-107.9375,5
117,191,137,48.9375,-107.8125,5
118,191,138,48.9375,-107.6875,5
119,191,139,48.9375,-107.5625,5
120,191,140,48.9375,-107.4375,5
121,191,141,48.9375,-107.3125,5
122,191,142,48.9375,-107.1875,5
123,191,143,48.9375,-107.0625,5
124,191,144,48.9375,-106.9375,5
125,191,145,48.9375,-106.8125,5
126,191,146,48.9375,-106.6875,5
127,191,147,48.9375,-106.5625,5
128,191,148,48.9375,-106.4375,5
129,191,149,48.9375,-106.3125,5
130,191,150,48.9375,-106.1875,5
131,191,151,48.9375,-106.0625,5
132,191,152,48.9375,-105.9375,5
133,191,153,48.9375,-105.8125,5
134,191,154,48.9375,-105.6875,5
135,191,155,48.9375,-105.5625,7
136,191,156,48.9375,-105.4375,6
137,191,157,48.9375,-105.3125,6
138,191,158,48.9375,-105.1875,7
139,191,159,48.9375,-105.0625,7
140,191,160,48.9375,-104.9375,7
141,191,161,48.9375,-104.8125,7
142,191,162,48.9375,-104.6875,6
143,191,163,48.9375,-104.5625,7
144,191,164,48.9375,-104.4375,7
145,191,165,48.9375,-104.3125,7
146,191,166,48.9375,-104.1875,7
147,191,167,48.9375,-104.0625,6
148,191,168,48.9375,-103.9375,6
149,191,169,48.9375,-103.8125,7
150,191,170,48.9375,-103.6875,6
151,191,171,48.9375,-103.5625,6
152,191,172,48.9375,-103.4375,6
153,191,173,48.9375,-103.3125,6
154,191,174,48.9375,-103.1875,6
155,191,175,48.9375,-103.0625,6
156,191,176,48.9375,-102.9375,6
157,191,177,48.9375,-102.8125,6
158,191,178,48.9375,-102.6875,6
159,191,179,48.9375,-102.5625,6
160,191,180,48.9375,-102.4375,6
161,191,181,48.9375,-102.3125,6
162,191,182,48.9375,-102.1875,6
163,191,183,48.9375,-102.0625,6
164,191,184,48.9375,-101.9375,6
165,191,185,48.9375,-101.8125,6
166,191,186,48.9375,-101.6875,6
167,191,187,48.9375,-101.5625,6
168,191,188,48.9375,-101.4375,6
169,191,189,48.9375,-101.3125,6
170,191,190,48.9375,-101.1875,6
171,191,191,48.9375,-101.0625,6
172,191,192,48.9375,-100.9375,6
173,191,193,48.9375,-100.8125,6
174,191,194,48.9375,-100.6875,6
175,191,195,48.9375,-100.5625,6
176,191,196,48.9375,-100.4375,6
177,191,197,48.9375,-100.3125,6
178,191,198,48.9375,-100.1875,6
179,191,199,48.9375,-100.0625,6
180,191,200,48.9375,-99.9375,6
181,191,201,48.9375,-99.8125,6
182,191,202,48.9375,-99.6875,6
183,191,203,48.9375,-99.5625,6
184,191,204,48.9375,-99.4375,6
185,191,205,48.9375,-99.3125,6
186,191,206,48.9375,-99.1875,6
187,191,207,48.9375,-99.0625,6
188,191,208,48.9375,-98.9375,6
189,191,209,48.9375,-98.8125,6
190,191,210,48.9375,-98.6875,6
191,191,211,48.9375,-98.5625,6
192,191,212,48.9375,-98.4375,6
193,191,213,48.9375,-98.3125,6
194,191,214,48.9375,-98.1875,6
195,191,215,48.9375,-98.0625,6
196,191,216,48.9375,-97.9375,6
197,191,217,48.9375,-97.8125,6
198,191,218,48.9375,-97.6875,6
199,191,219,48.9375,-97.5625,6
200,191,220,48.9375,-97.4375,6
201,191,221,48.9375,-97.3125,6
202,191,222,48.9375,-97.1875,6
203,191,223,48.9375,-97.0625,6
204,191,224,48.9375,-96.9375,6
205,191,225,48.9375,-96.8125,6
206,191,226,48.9375,-96.6875,6
207,191,227,48.9375,-96.5625,6
208,191,228,48.9375,-96.4375,6
209,191,229,48.9375,-96.3125,6
210,191,232,48.9375,-95.9375,6
211,191,233,48.9375,-95.8125,6
212,191,234,48.9375,-95.6875,6
213,191,235,48.9375,-95.5625,6
214,191,236,48.9375,-95.4375,6
215,190,18,48.8125,-122.6875,7
216,190,19,48.8125,-122.5625,7
217,190,20,48.8125,-122.4375,7
218,190,21,48.8125,-122.3125,2
219,190,22,48.8125,-122.1875,2
220,190,23,48.8125,-122.0625,2
221,190,24,48.8125,-121.9375,2
222,190,26,48.8125,-121.6875,2
223,190,28,48.8125,-121.4375,2
224,190,29,48.8125,-121.3125,2
225,190,30,48.8125,-121.1875,2
226,190,32,48.8125,-120.9375,2
227,190,33,48.8125,-120.8125,2
228,190,34,48.8125,-120.6875,2
229,190,35,48.8125,-120.5625,2
230,190,36,48.8125,-120.4375,2
231,190,37,48.8125,-120.3125,2
232,190,38,48.8125,-120.1875,2
233,190,39,48.8125,-120.0625,2
234,190,40,48.8125,-119.9375,2
235,190,41,48.8125,-119.8125,2
236,190,42,48.8125,-119.6875,2
237,190,43,48.8125,-119.5625,4
238,190,44,48.8125,-119.4375,4
239,190,45,48.8125,-119.3125,4
240,190,46,48.8125,-119.1875,2
241,190,47,48.8125,-119.0625,2
242,190,48,48.8125,-118.9375,2
243,190,49,48.8125,-118.8125,2
244,190,50,48.8125,-118.6875,2
245,190,51,48.8125,-118.5625,2
246,190,52,48.8125,-118.4375,2
247,190,53,48.8125,-118.3125,2
248,190,54,48.8125,-118.1875,2
249,190,55,48.8125,-118.0625,2
250,190,56,48.8125,-117.9375,2
251,190,57,48.8125,-117.8125,2
252,190,58,48.8125,-117.6875,2
253,190,59,48.8125,-117.5625,2
254,190,60,48.8125,-117.4375,2
255,190,61,48.8125,-117.3125,2
256,190,62,48.8125,-117.1875,2
257,190,63,48.8125,-117.0625,2
258,190,64,48.8125,-116.9375,2
259,190,65,48.8125,-116.8125,2
260,190,66,48.8125,-116.6875,2
261,190,67,48.8125,-116.5625,2
262,190,68,48.8125,-116.4375,2
263,190,69,48.8125,-116.3125,2
264,190,70,48.8125,-116.1875,2
265,190,71,48.8125,-116.0625,2
266,190,72,48.8125,-115.9375,2
267,190,73,48.8125,-115.8125,2
268,190,74,48.8125,-115.6875,2
269,190,75,48.8125,-115.5625,2
270,190,76,48.8125,-115.4375,2
271,190,77,48.8125,-115.3125,2
272,190,78,48.8125,-115.1875,2
273,190,79,48.8125,-115.0625,2
274,190,80,48.8125,-114.9375,2
275,190,81,48.8125,-114.8125,2
276,190,82,48.8125,-114.6875,2
277,190,83,48.8125,-114.5625,2
278,190,84,48.8125,-114.4375,2
279,190,85,48.8125,-114.3125,2
280,190,86,48.8125,-114.1875,2
281,190,87,48.8125,-114.0625,2
282,190,88,48.8125,-113.9375,2
283,190,89,48.8125,-113.8125,2
284,190,90,48.8125,-113.6875,2
285,190,91,48.8125,-113.5625,2
286,190,92,48.8125,-113.4375,4
287,190,93,48.8125,-113.3125,4
288,190,94,48.8125,-113.1875,4
289,190,95,48.8125,-113.0625,4
290,190,96,48.8125,-112.9375,4
291,190,97,48.8125,-112.8125,4
292,190,98,48.8125,-112.6875,4
293,190,99,48.8125,-112.5625,4
294,190,100,48.8125,-112.4375,4
295,190,101,48.8125,-112.3125,4
296,190,102,48.8125,-112.1875,4
297,190,103,48.8125,-112.0625,4
298,190,104,48.8125,-111.9375,4
299,190,105,48.8125,-111.8125,6
300,190,106,48.8125,-111.6875,6
301,190,107,48.8125,-111.5625,7
302,190,108,48.8125,-111.4375,4
303,190,109,48.8125,-111.3125,4
304,190,110,48.8125,-111.1875,4
305,190,111,48.8125,-111.0625,4
306,190,112,48.8125,-110.9375,6
307,190,113,48.8125,-110.8125,6
308,190,114,48.8125,-110.6875,6
309,190,115,48.8125,-110.5625,6
310,190,116,48.8125,-110.4375,6
311,190,117,48.8125,-110.3125,6
312,190,118,48.8125,-110.1875,6
313,190,119,48.8125,-110.0625,6
314,190,120,48.8125,-109.9375,5
315,190,121,48.8125,-109.8125,6
316,190,122,48.8125,-109.6875,6
317,190,123,48.8125,-109.5625,6
318,190,124,48.8125,-109.4375,5
319,190,125,48.8125,-109.3125,5
320,190,126,48.8125,-109.1875,5
321,190,127,48.8125,-109.0625,5
322,190,128,48.8125,-108.9375,5
323,190,129,48.8125,-108.8125,5
324,190,130,48.8125,-108.6875,6
