"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1030500,1,45.501,-68.306,4.92726519448005,5.93197092039706,4.13063383940143,6.72860227547568,5.42961805743855
3159540,1,39.064,-81.882,1.91239448452093,2.78468493596137,1.07330000766415,3.62377941281815,2.34853971024115
1552000,1,41.325,-76.912,3.58065025808907,4.05497707703739,2.59780792302438,5.03781941210208,3.81781366756323
3182500,1,38.186,-80.131,3.41932993182476,3.99780155168192,2.47624560390845,4.94088587959823,3.70856574175334
1510000,1,42.541,-75.9,3.02679037170031,3.80948732206777,2.17531091252144,4.66096678124664,3.41813884688404
2018000,1,37.666,-79.911,1.82739164864785,2.39802980873142,0.881011856415951,3.34440960096332,2.11271072868963
2140991,1,35.834,-81.712,2.64494846847929,3.58986591174628,1.82939584099177,4.4054185392338,3.11740719011278
3504000,1,35.128,-83.619,5.14686707537101,6.35596799425984,4.41597425280034,7.0868608168305,5.75141753481542
2016000,1,37.792,-79.759,2.09578707691884,2.63194366413286,1.13614490797591,3.59158583307579,2.36386537052585
1543500,1,41.317,-78.103,3.43646558606527,4.11955679294689,2.53230082075617,5.02372155825599,3.77801118950608
4043050,1,47.229,-88.385,2.30505891617926,3.23168816966962,1.48634641713205,4.05040066871683,2.76837354292444
3473000,1,36.652,-81.844,2.21321485268742,2.99147824904463,1.3437922986168,3.86090080311526,2.60234655086603
2149000,1,35.423,-82.112,2.93821948672167,3.6684632195959,2.06839896682697,4.53828373949061,3.30334135315879
1548500,1,41.522,-77.447,2.90584690217892,3.37587632093094,1.91991982124181,4.36180340186805,3.14086161155493
3471500,1,36.76,-81.631,1.66864354859052,2.38730800229983,0.781728560004173,3.27422299088618,2.02797577544517
1439500,1,41.088,-75.038,3.51383802602182,4.58623937393885,2.74471758264624,5.35535981731442,4.05003869998033
2137727,1,35.686,-82.06,2.66992886374768,3.3355111465319,1.7599289262707,4.24551108400887,3.00272000513979
7056000,1,35.983,-92.748,1.14481394793684,2.24564002725487,0.395183051608975,2.99527092358274,1.69522698759586
3281500,1,37.48,-83.675,3.08302967390865,3.94741336757295,2.24628652743062,4.78415651405098,3.5152215207408
2381600,1,34.57,-84.469,2.87849021625521,3.76972841509572,2.14802333537144,4.50019529597949,3.32410931567547
3026500,1,41.631,-78.577,3.69313276647929,4.35512119275092,2.78090313311082,5.26735082611939,4.0241269796151
7068000,1,36.622,-90.848,1.98563412257,2.78207048260163,1.12181548826585,3.64588911690578,2.38385230258582
2014000,1,37.729,-80.042,1.91468817722137,2.56582358037352,0.999378030940048,3.48113372665483,2.24025587879744
4221000,1,42.122,-77.957,2.68740104664706,3.37194840933878,1.78373641132329,4.27561304466255,3.02967472799292
1606500,1,38.991,-79.176,2.76809885789794,3.38036533621383,1.84976003700295,4.29870415710881,3.07423209705588
2111500,1,36.175,-81.169,1.86552516068335,2.7290030722081,1.02352136624296,3.5710068666485,2.29726411644573
1543000,1,41.413,-78.197,3.60269987836219,4.32424426596741,2.7124874150455,5.21445672928409,3.9634720721648
1634500,1,39.081,-78.329,1.75831190080095,2.47885581824457,0.868758071524132,3.36840964752139,2.11858385952276
1054200,1,44.39,-70.98,6.73415689435841,7.87721325036802,5.98119212890104,8.63017801582538,7.30568507236321
3069500,1,39.123,-79.681,4.67499928116532,5.31447083227086,3.76330318685641,6.22616692657977,4.99473505671809
3049000,1,40.716,-79.699,2.53096245581387,3.28528767384359,1.65519955775152,4.16105057190595,2.90812506482873
3070500,1,39.616,-79.705,3.49814888757725,4.18644024099319,2.60102096415564,5.08356816441479,3.84229456428522
1055000,1,44.643,-70.589,5.09592695096877,5.95932904059043,4.26474185727339,6.79051413428581,5.5276279957796
3280700,1,37.165,-83.308,2.70960387614419,3.42883183953959,1.81919419479148,4.31924152089229,3.06921785784189
1613050,1,39.898,-78.132,2.41422525164321,3.26924577479587,1.56939083601075,4.11408019042833,2.84173551321954
2027000,1,37.715,-78.982,2.42349403797667,3.32840759509694,1.59695857446082,4.15494305861278,2.8759508165368
1423000,1,42.166,-75.14,3.80880002483351,4.35270858202155,2.85372415675016,5.30778445010491,4.08075430342753
1518862,1,41.923,-77.532,2.6134259684953,3.20646134010627,1.67666617251652,4.14322113608505,2.90994365430079
4216418,1,42.864,-78.284,3.29549368545827,4.25991107289343,2.49075050834726,5.06465425000445,3.77770237917585
1516500,1,41.791,-77.015,1.92424677479739,2.65898703953708,1.03820196606054,3.54503184827393,2.29161690716724
3213700,1,37.673,-82.28,2.0111987265692,2.88582172764906,1.17342422882604,3.72359622539221,2.44851022710913
3010655,1,41.962,-78.198,3.39135043237189,3.8680818239696,2.40887281304676,4.85055944329473,3.62971612817074
1078000,1,43.566,-71.748,4.0148210242197,4.78730586712228,3.14438783179125,5.65773905955073,4.40106344567099
3187500,1,38.295,-80.526,5.00743467328197,5.86653379304611,4.17566885161253,6.69829961471555,5.43698423316404
1350000,1,42.32,-74.437,4.63402366927604,5.57346266939833,3.81667861907042,6.39080771960395,5.10374316933718
1542810,1,41.579,-78.293,3.59506839572874,4.31869257690879,2.70976142739919,5.20399954523834,3.95688048631877
2028500,1,37.87,-78.823,2.00365367562473,2.80707255884287,1.14349726787833,3.66722896658927,2.4053631172338
4024430,1,46.633,-92.094,0.781092950317486,1.79958055335843,-0.00735313807789351,2.58802664175381,1.29033675183796
2015700,1,38.195,-79.57,2.11716476033004,2.66541868083827,1.16207532154591,3.6205081196224,2.39129172058416
4224775,1,42.536,-77.704,2.83117746818177,3.318438112163,1.86450878394557,4.2851067963992,3.07480779017239
3173000,1,37.268,-80.71,1.50629983983937,2.17267098712495,0.595789923618907,3.08318090334542,1.83948541348216
1594950,1,39.277,-79.39,4.251706334601,5.09062678725598,3.40839367574609,5.93393944611089,4.67116656092849
1031500,1,45.175,-69.315,5.06797807596608,5.84704121942275,4.19834473027179,6.71667456511704,5.45750964769441
4296000,1,44.869,-72.27,4.53928833523318,5.24792138723972,3.64557453533867,6.14163518713423,4.89360486123645
3450000,1,35.653,-82.405,1.18174028412264,2.15957311936375,0.454703563931741,2.88660983955465,1.6706567017432
