"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1030500,1,45.501,-68.306,0.185671020238816,0.362674887009346,0.0639551058777889,0.484390801370373,0.274172953624081
3159540,1,39.064,-81.882,-0.123049386680228,0.143800187993282,-0.223227679541029,0.243978480854084,0.0103754006565273
1552000,1,41.325,-76.912,0.040706360904031,0.12686536431845,-0.112367729335645,0.279939454558127,0.0837858626112406
3182500,1,38.186,-80.131,0.111580135982567,0.211634506732707,-0.0357233481598221,0.358937990875096,0.161607321357637
1510000,1,42.541,-75.9,0.116815209596153,0.293881245562422,-0.00572046739828297,0.416416922556858,0.205348227579287
2018000,1,37.666,-79.911,0.142297666165295,0.233499980167779,-0.00858421116950883,0.384381857502583,0.187898823166537
2140991,1,35.834,-81.712,0.235403738341698,0.390174119537671,0.10741147736522,0.518166380514149,0.312788928939685
3504000,1,35.128,-83.619,0.501308185035235,0.689582639426839,0.389149097222011,0.801741727240063,0.595445412231037
2016000,1,37.792,-79.759,0.0665724934761506,0.150689175790845,-0.0873241749143707,0.304585844181366,0.108630834633498
1543500,1,41.317,-78.103,0.0400191740018674,0.139227056903271,-0.10839973417633,0.287645965081469,0.0896231154525692
4043050,1,47.229,-88.385,0.0467993125657036,0.25263350978077,-0.066968914050293,0.366401736396767,0.149716411173237
3473000,1,36.652,-81.844,0.18676766811795,0.30761646932016,0.0462043589981767,0.448179778439934,0.247192068719055
2149000,1,35.423,-82.112,0.267965197136122,0.363010037418972,0.118433915062487,0.512541319492607,0.315487617277547
1548500,1,41.522,-77.447,0.057134993774454,0.144474997580173,-0.0958551958396584,0.297465187194285,0.100804995677313
3471500,1,36.76,-81.631,0.26792039055676,0.378311345914461,0.123736811727803,0.522494924743418,0.32311586823561
1439500,1,41.088,-75.038,0.169961637975835,0.348020803892813,0.0478052487476738,0.470177193120975,0.258991220934324
2137727,1,35.686,-82.06,0.221624331026878,0.325635169069824,0.0785991566990419,0.46866034339766,0.273629750048351
7056000,1,35.983,-92.748,0.0211526420358968,0.19564849754132,-0.101708488114842,0.318509627692059,0.108400569788608
3281500,1,37.48,-83.675,0.000768155836666264,0.11396550564937,-0.142298335886888,0.257031997372924,0.0573668307430184
2381600,1,34.57,-84.469,0.403391392477184,0.524574554859334,0.268088862237799,0.65987708509872,0.463982973668259
3026500,1,41.631,-78.577,0.0823682199477949,0.200726233268494,-0.0590247740297944,0.342119227246083,0.141547226608144
7068000,1,36.622,-90.848,0.145757021933129,0.280258103937462,0.0230694453503216,0.402945680520269,0.213007562935295
2014000,1,37.729,-80.042,0.109098134151099,0.213812409034314,-0.0372746728378171,0.360185216023231,0.161455271592707
4221000,1,42.122,-77.957,0.0262029474606669,0.136087304639896,-0.118187023685314,0.280477275785877,0.0811451260502813
1606500,1,38.991,-79.176,0.0144139244959335,0.114503189578314,-0.133418320269874,0.262335434344122,0.0644585570371237
2111500,1,36.175,-81.169,0.392607602013167,0.553184825014878,0.265218071078258,0.680574355949787,0.472896213514022
1543000,1,41.413,-78.197,0.0566162511568388,0.166015820829184,-0.0879313784419525,0.310563450427975,0.111316035993011
1634500,1,39.081,-78.329,-0.0251158345500275,0.110522264573544,-0.160602338847046,0.246008768870562,0.0427032150117581
1054200,1,44.39,-70.98,0.234542469047981,0.409587714406536,0.111445049393359,0.532685134061158,0.322065091727259
3069500,1,39.123,-79.681,0.0925315274631421,0.188347484076532,-0.0571976121902952,0.338076623729969,0.140439505769837
3049000,1,40.716,-79.699,0.0160699068397882,0.20125074058481,-0.104205785816866,0.321526433241464,0.108660323712299
3070500,1,39.616,-79.705,-0.0218026579665683,0.122713015281814,-0.154406530286121,0.255316887601367,0.0504551786576226
1055000,1,44.643,-70.589,0.15322215110845,0.295734539650252,0.0203615933722011,0.428595097386501,0.224478345379351
3280700,1,37.165,-83.308,-0.0211886275808159,0.077562873948049,-0.169812715217075,0.226186961584308,0.0281871231836165
1613050,1,39.898,-78.132,-0.0786730985409395,0.0728386893926555,-0.209070862800833,0.203236453652549,-0.00291720457414202
2027000,1,37.715,-78.982,0.233692613936742,0.359865832888015,0.098327033916259,0.495231412908499,0.296779223412379
1423000,1,42.166,-75.14,0.148887011711297,0.271573071769585,0.00891854119106381,0.411541542289819,0.210230041740441
1518862,1,41.923,-77.532,0.0195933434067638,0.139751150750172,-0.121169695477451,0.280514189634387,0.0796722470784677
4216418,1,42.864,-78.284,-0.0641322836295851,0.140916891177492,-0.178068499803247,0.254853107351153,0.0383923037739534
1516500,1,41.791,-77.015,0.00297515866090957,0.140604872761745,-0.131654063501219,0.275234094923874,0.0717900157113274
3213700,1,37.673,-82.28,-0.0385813467615393,0.101250105795814,-0.171776711310986,0.23444547034526,0.0313343795171371
3010655,1,41.962,-78.198,0.0489973474849269,0.173918212042447,-0.0902059106268368,0.313121470154211,0.111457779763687
1078000,1,43.566,-71.748,0.168094811111736,0.330746128755971,0.0413758266052734,0.457465113262433,0.249420469933853
3187500,1,38.295,-80.526,0.0541223957620778,0.187633009266261,-0.0820174953722046,0.323772900400543,0.120877702514169
1350000,1,42.32,-74.437,0.190497130829751,0.31954450235229,0.0538394653686319,0.456202167813409,0.255020816591021
1542810,1,41.579,-78.293,0.0574676919120511,0.172701379411512,-0.084797767336067,0.31496683865963,0.115084535661781
2028500,1,37.87,-78.823,0.298126439098367,0.400551683213743,0.157820871907639,0.540857250404471,0.349339061156055
