"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1030500,1,45.501,-68.306,2.24772922800276,2.71532486600481,1.94790531542976,3.01514877857781,2.48152704700378
3159540,1,39.064,-81.882,0.687495885768678,1.11694175541738,0.37581020333161,1.42862743785444,0.902218820593027
1552000,1,41.325,-76.912,1.60071531296078,1.88417541050024,1.24054272533896,2.24434799812206,1.74244536173051
3182500,1,38.186,-80.131,1.52757414640147,1.74086480445461,1.14150638034626,2.12693257050982,1.63421947542804
1510000,1,42.541,-75.9,1.63217676883237,1.83545505666035,1.24695132064076,2.22068050485196,1.73381591274636
2018000,1,37.666,-79.911,0.891442556420386,1.18167842091751,0.533575894278858,1.53954508305904,1.03656048866895
2140991,1,35.834,-81.712,1.469517157356,1.88778148722599,1.15355390508136,2.20374473950063,1.678649322291
3504000,1,35.128,-83.619,2.54748091395747,3.05670986975698,2.27690921928804,3.32728156442641,2.80209539185723
2016000,1,37.792,-79.759,0.976401190231968,1.19628858730932,0.592282621648603,1.58040715589269,1.08634488877064
1543500,1,41.317,-78.103,1.4435032123286,1.62551818426124,1.04431802227332,2.02470337431652,1.53451069829492
4043050,1,47.229,-88.385,1.02991065476454,1.43059596453973,0.708616111562799,1.75189050774148,1.23025330965214
3473000,1,36.652,-81.844,1.18235889364195,1.50413799629613,0.83574361935687,1.85075327058121,1.34324844496904
2149000,1,35.423,-82.112,1.59669049755984,2.01628868348918,1.28796785542222,2.32501132562681,1.80648959052451
1548500,1,41.522,-77.447,1.39844410653899,1.63572373697311,1.02131209280794,2.01285575070416,1.51708392175605
3471500,1,36.76,-81.631,1.09854904742754,1.37126200006196,0.734436016961585,1.73537503052791,1.23490552374475
1439500,1,41.088,-75.038,1.79560477267814,2.12440504066063,1.45707996140938,2.46292985192939,1.96000490666938
2137727,1,35.686,-82.06,1.50108418239857,1.84081984203148,1.16036121519231,2.18154280923774,1.67095201221502
7056000,1,35.983,-92.748,0.806682957053858,1.13919224473864,0.467238313568562,1.47863688822393,0.972937600896248
3281500,1,37.48,-83.675,1.39812951802278,1.74289755483486,1.06369945638645,2.0773276164712,1.57051353642882
