"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1030500,1,45.501,-68.306,0.218753415717426,0.342081939313477,0.13914830160013,0.421687053430773,0.280417677515451
1031500,1,45.175,-69.315,0.155406107553294,0.256864478177363,0.0687776851522962,0.343492900578361,0.206135292865329
1047000,1,44.869,-69.955,0.222805435952521,0.304458368500798,0.129858214109996,0.397405590343323,0.263631902226659
1054200,1,44.39,-70.98,0.299995773657268,0.41428085210812,0.218054687766766,0.496221937998621,0.357138312882694
1055000,1,44.643,-70.589,0.202486783243525,0.284241252548076,0.109304298172301,0.377423737619301,0.243364017895801
1078000,1,43.566,-71.748,0.0970722998568818,0.222737514231452,0.017750806763688,0.302059007324646,0.159904907044167
1144000,1,43.714,-72.418,0.174126207048291,0.239262260611385,0.0753111231009903,0.338077344558685,0.206694233829838
1169000,1,42.638,-72.725,0.208555496465088,0.282823406539449,0.112718611396035,0.378660291608502,0.245689451502269
1181000,1,42.237,-72.896,0.247554167759333,0.342249221132994,0.158893626923446,0.430909761968881,0.294901694446164
1187300,1,42.037,-72.939,0.224668943556428,0.336797702059973,0.142358191376623,0.419108454239778,0.280733322808201
1333000,1,42.709,-73.197,0.200338764261535,0.299100111263122,0.113169114928183,0.386269760596473,0.249719437762328
1350000,1,42.32,-74.437,0.173260316202698,0.27517907151679,0.0867435916616162,0.361695796057871,0.224219693859744
1415000,1,42.12,-74.818,0.201390690174522,0.279766234492634,0.107930388861848,0.373226535805308,0.240578462333578
1423000,1,42.166,-75.14,0.189682203691526,0.247590890037532,0.0879789545461619,0.349294139182896,0.218636546864529
1439500,1,41.088,-75.038,0.131797637247674,0.216668116246598,0.0401655367344847,0.308300216759787,0.174232876747136
1510000,1,42.541,-75.9,0.167298081632007,0.234789595860857,0.0690065187091833,0.33308115878368,0.201043838746432
1516500,1,41.791,-77.015,0.00329326367516014,0.0826030092870356,-0.0900472282208936,0.175943501183089,0.0429481364810979
1518862,1,41.923,-77.532,0.0730324465106028,0.149086026378515,-0.0221021328917168,0.244220605780834,0.111059236444559
1532000,1,41.707,-76.485,0.00347874927222791,0.0693283693695851,-0.0943558373283103,0.167162955970123,0.0364035593209065
1539000,1,41.078,-76.431,0.0987348838202087,0.166450601063639,0.000507403921745586,0.264678080962102,0.132592742441924
1542810,1,41.579,-78.293,0.13065805907298,0.204667123266857,0.0347259246320915,0.300599257707746,0.167662591169919
1543000,1,41.413,-78.197,0.104837170758594,0.175752927201382,0.00790002012141,0.272690077838566,0.140295048979988
1543500,1,41.317,-78.103,0.0952871258284053,0.154625423038325,-0.00578749049593755,0.255700039362668,0.124956274433365
1547700,1,41.06,-77.606,0.0703317911555863,0.167218782723437,-0.0175888884757784,0.255139462354801,0.118775286939512
1548500,1,41.522,-77.447,0.0664930359748838,0.127259003684089,-0.0342453044263453,0.227997344085318,0.0968760198294865
1549500,1,41.474,-77.231,0.049164792033286,0.120614021889334,-0.0475408197673564,0.217319633689976,0.0848894069613098
1550000,1,41.418,-77.033,0.034054844396832,0.117944009315511,-0.0581508228989683,0.210149676611312,0.0759994268561717
1552000,1,41.325,-76.912,0.0425724477656968,0.115032697867613,-0.0533140134970927,0.210919159130403,0.0788025728166551
1567500,1,40.371,-77.402,0.053312319530065,0.128893306746197,-0.0420103195695797,0.224215945845842,0.0911028131381311
1568000,1,40.323,-77.169,0.0492019876515737,0.146155814915499,-0.0388859475020219,0.234243750069094,0.0976789012835362
1594950,1,39.277,-79.39,0.244694054589482,0.333148988812852,0.154455623438703,0.423387419963631,0.288921521701167
1606500,1,38.991,-79.176,0.146778909853409,0.205995436309788,0.0453187394037455,0.307455606759452,0.176387173081599
1613050,1,39.898,-78.132,-0.0162991214814906,0.0708889170337086,-0.107535141695026,0.162124937247244,0.027294897776109
1632000,1,38.637,-78.853,0.0538369270330385,0.1360689228066,-0.0391863520147886,0.229092201854427,0.0949529249198193
1634500,1,39.081,-78.329,0.00564163972452375,0.0944418512853898,-0.0851150589070148,0.185198549916928,0.0500417455049568
2011400,1,38.042,-79.881,0.10905233294221,0.175332784343358,0.0108247681002441,0.273560349185324,0.142192558642784
2014000,1,37.729,-80.042,0.150216039774519,0.216060390312173,0.0516796767077332,0.314596753378959,0.183138215043346
