"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1030500,1,45.501,-68.306,1.72188468347667,2.01788591949133,1.47929430984061,2.26047629312738,1.869885301484
1031500,1,45.175,-69.315,1.73414865482177,1.95397227725378,1.46625036247509,2.22187056960047,1.84406046603778
1047000,1,44.869,-69.955,1.86747189269553,2.12990456552306,1.61473505857184,2.38264139964675,1.99868822910929
1054200,1,44.39,-70.98,2.40704699035757,2.72333121570959,2.18446430726763,2.94591389879953,2.56518910303358
1055000,1,44.643,-70.589,1.76568590687406,2.02360178152142,1.51120267845486,2.27808500994063,1.89464384419774
1078000,1,43.566,-71.748,1.35671452424917,1.57636134530744,1.09007856866053,1.84299730089608,1.4665379347783
1144000,1,43.714,-72.418,1.53974363080679,1.74646374871395,1.27174534570914,2.01446203381159,1.64310368976037
1169000,1,42.638,-72.725,1.80465392073518,1.9670344187364,1.51804386531838,2.25364447415319,1.88584416973579
1181000,1,42.237,-72.896,1.9340765334725,2.1688141413871,1.67226822209504,2.43062245276457,2.0514453374298
1187300,1,42.037,-72.939,1.76794019467406,2.03175131886436,1.51512213442917,2.28456937910924,1.89984575676921
1333000,1,42.709,-73.197,1.51750621395151,1.74121869511355,1.25365866617731,2.00506624288775,1.62936245453253
1350000,1,42.32,-74.437,1.80843340818147,2.07791283189203,1.55757013578372,2.32877610428979,1.94317312003675
1415000,1,42.12,-74.818,1.74557987804533,1.97847568929943,1.48315246599314,2.24090310135161,1.86202778367238
1423000,1,42.166,-75.14,1.59178176605796,1.76565436176812,1.30695651152193,2.05047961630416,1.67871806391304
1439500,1,41.088,-75.038,1.53430639208619,1.8346483430971,1.29489137536519,2.07406335981809,1.68447736759164
1510000,1,42.541,-75.9,1.3022994300765,1.53640805288649,1.04259606770668,1.79611141525632,1.4193537414815
1516500,1,41.791,-77.015,0.811444043817648,1.02539705509348,0.542114717245096,1.29472638166603,0.918420549455563
1518862,1,41.923,-77.532,1.1208508683629,1.30032163186955,0.838085748181228,1.58308675205122,1.21058625011622
1532000,1,41.707,-76.485,1.03866539218908,1.25548733036947,0.769477867743092,1.52467485481545,1.14707636127927
1539000,1,41.078,-76.431,1.29932520154616,1.56436731498283,1.0466553802929,1.81703713623609,1.43184625826449
1542810,1,41.579,-78.293,1.53584774398605,1.76102599917437,1.26962122497726,2.02725251818315,1.64843687158021
1543000,1,41.413,-78.197,1.50359631354314,1.70439320527532,1.22861555361327,1.9793739652052,1.60399475940923
1543500,1,41.317,-78.103,1.4456229217985,1.63216487879717,1.16552166262809,1.91226613796758,1.53889390029784
1547700,1,41.06,-77.606,1.11026667470383,1.33210429693093,0.842865842845699,1.59950512878907,1.22118548581738
1548500,1,41.522,-77.447,1.17157001914147,1.31127012547278,0.873030974436808,1.60980917017745,1.24142007230713
1549500,1,41.474,-77.231,1.05163026540308,1.21767466525,0.764191943588806,1.50511298706427,1.13465246532654
1550000,1,41.418,-77.033,1.04925683549938,1.22679304134876,0.766130062999899,1.50991981384825,1.13802493842407
1552000,1,41.325,-76.912,1.32582256348751,1.53698220664591,1.05461045406539,1.80819431606804,1.43140238506671
1567500,1,40.371,-77.402,1.22039417889705,1.40297068524269,0.93966406709496,1.68370079704478,1.31168243206987
1568000,1,40.323,-77.169,1.12760755991554,1.38779413794782,0.873699856174536,1.64170184168882,1.25770084893168
