"V1","V2","V3","V4","V5","V6","V7","V8","V9"
1030500,1,45.501,-68.306,3.72365854489053,4.52700266143988,3.15963772483277,5.09102348149764,4.1253306031652
1031500,1,45.175,-69.315,3.89512262744526,4.48005797561763,3.26136615514848,5.11381444791441,4.18759030153144
1047000,1,44.869,-69.955,4.21326172844815,4.8328273238081,3.59131193789549,5.45477711436075,4.52304452612812
1054200,1,44.39,-70.98,5.32306895530889,6.27110607911638,4.82185276779507,6.7723222666302,5.79708751721263
1055000,1,44.643,-70.589,3.94339321289264,4.59750289906989,3.33711061204808,5.20378549991445,4.27044805598126
1078000,1,43.566,-71.748,3.1134112678195,3.69088514459197,2.47903848177596,4.32525793063551,3.40214820620573
1144000,1,43.714,-72.418,3.40870198162554,3.96738688778375,2.77808971086433,4.59799915854496,3.68804443470464
1169000,1,42.638,-72.725,4.08690379457125,4.63530067801335,3.44269475293408,5.27950971965052,4.3611022362923
1181000,1,42.237,-72.896,4.27910812231134,4.87540568618645,3.6514768108468,5.50303699765099,4.57725690424889
1187300,1,42.037,-72.939,3.70230269978142,4.45044462251463,3.12295953708371,5.02978778521234,4.07637366114803
1333000,1,42.709,-73.197,2.66640164515571,4.90681372371417,2.36394230488141,5.20927306398847,3.78660768443494
1350000,1,42.32,-74.437,3.89330576215149,4.61053416964954,3.3045662800382,5.19927365176283,4.25191996590051
1415000,1,42.12,-74.818,3.69693200826576,4.29225393817739,3.06781385289529,4.92137209354786,3.99459297322157
1423000,1,42.166,-75.14,3.42394399588803,3.97771680313055,2.7795728836082,4.62208791541037,3.70083039950929
1439500,1,41.088,-75.038,3.49593871293365,4.2795417043772,2.9271356586562,4.84834475865465,3.88774020865543
1510000,1,42.541,-75.9,2.70276154125181,3.43901118161259,2.12637971536399,4.01539300750041,3.0708863614322
1516500,1,41.791,-77.015,1.87677277347293,2.56718017424488,1.27777593042467,3.16617701729314,2.22197647385891
1518862,1,41.923,-77.532,2.35165681911262,2.87839930513653,1.69780303004916,3.53225309419999,2.61502806212457
